05_L1_K3_t;05_L1_K3_I;05_L2_K3_t;05_L2_K3_I;05_L3_K3_t;05_L3_K3_I;05_L1_PAC1_t;05_L1_PAC1_I;05_L2_PAC1_t;05_L2_PAC1_I;05_L3_PAC1_t;05_L3_PAC1_I;05_L1_PAC2_t;05_L1_PAC2_I;05_L2_PAC2_t;05_L2_PAC2_I;05_L3_PAC2_t;05_L3_PAC2_I;05_L1_Rogowsikeinspeisung_t;05_L1_Rogowsikeinspeisung_I;05_L2_Rogowsikeinspeisung_t;05_L2_Rogowsikeinspeisung_I;05_L3_Rogowsikeinspeisung_t;05_L3_Rogowsikeinspeisung_I;20_L1_K3_t;20_L1_K3_I;20_L2_K3_t;20_L2_K3_I;20_L3_K3_t;20_L3_K3_I;20_L1_PAC1_t;20_L1_PAC1_I;20_L2_PAC1_t;20_L2_PAC1_I;20_L3_PAC1_t;20_L3_PAC1_I;20_L1_PAC2_t;20_L1_PAC2_I;20_L2_PAC2_t;20_L2_PAC2_I;20_L3_PAC2_t;20_L3_PAC2_I;20_L1_Rogowsikeinspeisung_t;20_L1_Rogowsikeinspeisung_I;20_L2_Rogowsikeinspeisung_t;20_L2_Rogowsikeinspeisung_I;20_L3_Rogowsikeinspeisung_t;20_L3_Rogowsikeinspeisung_I;50_L1_K3_t;50_L1_K3_I;50_L2_K3_t;50_L2_K3_I;50_L3_K3_t;50_L3_K3_I;50_L1_PAC1_t;50_L1_PAC1_I;50_L2_PAC1_t;50_L2_PAC1_I;50_L3_PAC1_t;50_L3_PAC1_I;50_L1_PAC2_t;50_L1_PAC2_I;50_L2_PAC2_t;50_L2_PAC2_I;50_L3_PAC2_t;50_L3_PAC2_I;50_L1_Rogowsikeinspeisung_t;50_L1_Rogowsikeinspeisung_I;50_L2_Rogowsikeinspeisung_t;50_L2_Rogowsikeinspeisung_I;50_L3_Rogowsikeinspeisung_t;50_L3_Rogowsikeinspeisung_I;80_L1_K3_t;80_L1_K3_I;80_L2_K3_t;80_L2_K3_I;80_L3_K3_t;80_L3_K3_I;80_L1_PAC1_t;80_L1_PAC1_I;80_L2_PAC1_t;80_L2_PAC1_I;80_L3_PAC1_t;80_L3_PAC1_I;80_L1_PAC2_t;80_L1_PAC2_I;80_L2_PAC2_t;80_L2_PAC2_I;80_L3_PAC2_t;80_L3_PAC2_I;80_L1_Rogowsikeinspeisung_t;80_L1_Rogowsikeinspeisung_I;80_L2_Rogowsikeinspeisung_t;80_L2_Rogowsikeinspeisung_I;80_L3_Rogowsikeinspeisung_t;80_L3_Rogowsikeinspeisung_I;90_L1_K3_t;90_L1_K3_I;90_L2_K3_t;90_L2_K3_I;90_L3_K3_t;90_L3_K3_I;90_L1_PAC1_t;90_L1_PAC1_I;90_L2_PAC1_t;90_L2_PAC1_I;90_L3_PAC1_t;90_L3_PAC1_I;90_L1_PAC2_t;90_L1_PAC2_I;90_L2_PAC2_t;90_L2_PAC2_I;90_L3_PAC2_t;90_L3_PAC2_I;90_L1_Rogowsikeinspeisung_t;90_L1_Rogowsikeinspeisung_I;90_L2_Rogowsikeinspeisung_t;90_L2_Rogowsikeinspeisung_I;90_L3_Rogowsikeinspeisung_t;90_L3_Rogowsikeinspeisung_I;100_L1_K3_t;100_L1_K3_I;100_L2_K3_t;100_L2_K3_I;100_L3_K3_t;100_L3_K3_I;100_L1_PAC1_t;100_L1_PAC1_I;100_L2_PAC1_t;100_L2_PAC1_I;100_L3_PAC1_t;100_L3_PAC1_I;100_L1_PAC2_t;100_L1_PAC2_I;100_L2_PAC2_t;100_L2_PAC2_I;100_L3_PAC2_t;100_L3_PAC2_I;100_L1_Rogowsikeinspeisung_t;100_L1_Rogowsikeinspeisung_I;100_L2_Rogowsikeinspeisung_t;100_L2_Rogowsikeinspeisung_I;100_L3_Rogowsikeinspeisung_t;100_L3_Rogowsikeinspeisung_I;120_L1_K3_t;120_L1_K3_I;120_L2_K3_t;120_L2_K3_I;120_L3_K3_t;120_L3_K3_I;120_L1_PAC1_t;120_L1_PAC1_I;120_L2_PAC1_t;120_L2_PAC1_I;120_L3_PAC1_t;120_L3_PAC1_I;120_L1_PAC2_t;120_L1_PAC2_I;120_L2_PAC2_t;120_L2_PAC2_I;120_L3_PAC2_t;120_L3_PAC2_I;120_L1_Rogowsikeinspeisung_t;120_L1_Rogowsikeinspeisung_I;120_L2_Rogowsikeinspeisung_t;120_L2_Rogowsikeinspeisung_I;120_L3_Rogowsikeinspeisung_t;120_L3_Rogowsikeinspeisung_I
236;201.388885498047;236;206.597213745117;236;190.104156494141;236;202.323822021484;236;212.96647644043;236;204.904800415039;236;202.291549682617;236;213.528030395508;236;205.297561645508;236;196.759246826172;236;218.460647583008;236;196.759246826172;236;805.555541992188;236;777.777770996094;236;788.194458007813;236;809.038696289063;236;791.158081054688;236;810.465270996094;236;807.661865234375;236;791.969055175781;236;810.549438476563;236;795.717590332031;236;801.504638671875;236;795.717590332031;236;2016.4931640625;236;1986.97912597656;236;1967.8818359375;236;2003.69909667969;236;1996.06420898438;236;1984.67126464844;236;1999.08032226563;236;1996.5009765625;236;1983.77612304688;236;1982.06018066406;236;2013.88891601563;236;1982.06018066406;236;3221.35424804688;236;3203.125;236;3189.236328125;236;3201.09350585938;236;3210.57006835938;236;3205.255859375;236;3193.65502929688;236;3213.33618164063;236;3202.48315429688;236;3169.849609375;236;3236.400390625;236;3169.849609375;236;3634.548828125;236;3604.16650390625;236;3598.09033203125;236;3610.27075195313;236;3612.21508789063;236;3613.66259765625;236;3603.01806640625;236;3615.791015625;236;3610.46606445313;236;3574.94213867188;236;3640.04638671875;236;3574.94213867188;236;4034.72216796875;236;4023.4375;236;4001.73608398438;236;4007.36938476563;236;4031.88891601563;236;4014.8740234375;236;3998.84887695313;236;4033.18017578125;236;4390.80517578125;236;3967.01391601563;236;4061.05297851563;236;3967.01391601563;236;4829.861328125;236;4769.09716796875;236;4787.32666015625;236;4795.2353515625;236;4775.56396484375;236;4797.10498046875;236;4784.1318359375;236;4763.0205078125;236;5148.4619140625;236;4748.26416015625;236;5004.34033203125;236;4748.26416015625
237;201.388885498047;237;206.597213745117;237;190.972229003906;237;202.321350097656;237;212.928771972656;237;204.851715087891;237;202.360794067383;237;213.50993347168;237;205.27751159668;237;196.759246826172;237;218.460647583008;237;196.759246826172;237;805.555541992188;237;777.777770996094;237;789.0625;237;809.057006835938;237;791.053649902344;237;810.340393066406;237;807.737060546875;237;792.106201171875;237;810.570556640625;237;795.717590332031;237;801.504638671875;237;795.717590332031;237;2016.4931640625;237;1986.11108398438;237;1967.8818359375;237;2004.61645507813;237;1995.84106445313;237;1984.68566894531;237;2000.03405761719;237;1996.90954589844;237;1983.86889648438;237;1982.06018066406;237;2013.88891601563;237;1982.06018066406;237;3221.35424804688;237;3202.2568359375;237;3189.236328125;237;3200.74633789063;237;3210.6162109375;237;3194.27880859375;237;3193.51635742188;237;3175.9931640625;237;3188.20385742188;237;3168.40283203125;237;3236.400390625;237;3168.40283203125;237;3635.41674804688;237;3605.03491210938;237;3599.82641601563;237;3610.2294921875;237;3612.1982421875;237;3613.61791992188;237;3602.17749023438;237;3615.51220703125;237;3609.99755859375;237;3574.94213867188;237;3640.04638671875;237;3574.94213867188;237;4034.72216796875;237;4023.4375;237;4002.60400390625;237;4008.05102539063;237;4032.0205078125;237;4014.90771484375;237;3999.14965820313;237;4033.04345703125;237;4391.2314453125;237;3967.01391601563;237;4061.05297851563;237;3967.01391601563;237;4829.861328125;237;4768.22900390625;237;4787.32666015625;237;4794.59326171875;237;4777.5634765625;237;4797.19677734375;237;4781.02734375;237;4763.63232421875;237;5150.22900390625;237;4748.26416015625;237;5007.2333984375;237;4748.26416015625
238;201.388885498047;238;206.597213745117;238;190.972229003906;238;202.322677612305;238;212.941192626953;238;204.919952392578;238;202.315078735352;238;213.51545715332;238;205.287658691406;238;196.759246826172;238;218.460647583008;238;196.759246826172;238;805.555541992188;238;777.777770996094;238;789.0625;238;808.906311035156;238;791.157653808594;238;810.5927734375;238;807.564331054688;238;792.131652832031;238;810.569030761719;238;798.611145019531;238;802.951354980469;238;798.611145019531;238;2016.4931640625;238;1986.11108398438;238;1968.75;238;2004.73156738281;238;1995.64331054688;238;1984.34497070313;238;1999.73974609375;238;1996.65087890625;238;1983.51220703125;238;1983.50695800781;238;2012.44226074219;238;1983.50695800781;238;3221.35424804688;238;3203.125;238;3190.97216796875;238;3200.07592773438;238;3210.28369140625;238;3185.44262695313;238;3193.07153320313;238;3156.39233398438;238;3182.55126953125;238;3168.40283203125;238;3236.400390625;238;3168.40283203125;238;3635.41674804688;238;3605.03491210938;238;3601.5625;238;3609.97778320313;238;3612.79956054688;238;3613.14819335938;238;3602.6728515625;238;3614.08642578125;238;3610.45849609375;238;3574.94213867188;238;3627.025390625;238;3574.94213867188;238;4035.59008789063;238;4023.4375;238;4001.73608398438;238;4007.48803710938;238;4031.89892578125;238;4015.10180664063;238;3999.13818359375;238;4033.46069335938;238;4391.33447265625;238;3968.46044921875;238;4061.05297851563;238;3968.46044921875;238;4828.9931640625;238;4769.09716796875;238;4786.45849609375;238;4795.5634765625;238;4776.525390625;238;4798.623046875;238;4781.02734375;238;4783.640625;238;5150.64892578125;238;4748.26416015625;238;5007.2333984375;238;4748.26416015625
239;201.388885498047;239;206.597213745117;239;190.104156494141;239;202.367736816406;239;212.89924621582;239;204.831802368164;239;202.37825012207;239;213.500213623047;239;205.235473632813;239;196.759246826172;239;218.460647583008;239;196.759246826172;239;805.555541992188;239;778.645812988281;239;789.0625;239;808.830261230469;239;791.061096191406;239;810.190063476563;239;807.510070800781;239;792.110778808594;239;810.333618164063;239;798.611145019531;239;801.504638671875;239;798.611145019531;239;2016.4931640625;239;1986.97912597656;239;1968.75;239;2004.33850097656;239;1995.52197265625;239;1984.46740722656;239;1999.75244140625;239;1996.47583007813;239;1983.65759277344;239;1983.50695800781;239;2012.44226074219;239;1983.50695800781;239;3219.6181640625;239;3181.42358398438;239;3181.42358398438;239;3200.50366210938;239;3210.9697265625;239;3184.44750976563;239;3192.83251953125;239;3154.94873046875;239;3181.52197265625;239;3168.40283203125;239;3236.400390625;239;3168.40283203125;239;3634.548828125;239;3605.03491210938;239;3599.82641601563;239;3609.94995117188;239;3613.3759765625;239;3613.14819335938;239;3602.05004882813;239;3614.427734375;239;3609.94970703125;239;3574.94213867188;239;3627.025390625;239;3574.94213867188;239;4034.72216796875;239;4023.4375;239;4001.73608398438;239;4008.48657226563;239;4032.03637695313;239;4015.32299804688;239;3999.13818359375;239;4033.4013671875;239;4391.2529296875;239;3968.46044921875;239;4061.05297851563;239;3968.46044921875;239;4827.2568359375;239;4767.361328125;239;4786.45849609375;239;4796.91357421875;239;4775.6328125;239;4807.23681640625;239;4783.3173828125;239;4808.1796875;239;5159.2587890625;239;4748.26416015625;239;5007.2333984375;239;4748.26416015625
240;201.388885498047;240;206.597213745117;240;190.972229003906;240;202.325180053711;240;212.879455566406;240;204.781997680664;240;202.330703735352;240;213.460052490234;240;205.211120605469;240;196.759246826172;240;218.460647583008;240;196.759246826172;240;805.555541992188;240;777.777770996094;240;789.0625;240;809.0556640625;240;791.107482910156;240;810.394165039063;240;807.744506835938;240;792.262756347656;240;810.269409179688;240;797.164367675781;240;801.504638671875;240;797.164367675781;240;2017.36108398438;240;1986.97912597656;240;1967.8818359375;240;2004.52111816406;240;1995.8330078125;240;1984.27893066406;240;1999.78393554688;240;1996.15100097656;240;1983.41906738281;240;1986.40051269531;240;2015.33569335938;240;1986.40051269531;240;3210.9375;240;3144.96508789063;240;3171.875;240;3200.20654296875;240;3184.76000976563;240;3185.2705078125;240;3193.53955078125;240;3159.02514648438;240;3183.80908203125;240;3166.9560546875;240;3207.46533203125;240;3166.9560546875;240;3634.548828125;240;3604.16650390625;240;3600.6943359375;240;3610.34838867188;240;3613.5830078125;240;3613.00659179688;240;3603.35620117188;240;3614.28076171875;240;3610.0751953125;240;3573.49536132813;240;3641.49291992188;240;3573.49536132813;240;4034.72216796875;240;4024.3056640625;240;4001.73608398438;240;4008.27514648438;240;4032.09399414063;240;4014.64965820313;240;4000.27514648438;240;4033.48876953125;240;4389.9814453125;240;4011.86352539063;240;4061.05297851563;240;4011.86352539063;240;4831.59716796875;240;4769.96533203125;240;4788.1943359375;240;4796.23291015625;240;4775.462890625;240;4810.25;240;4782.20458984375;240;4809.32421875;240;5161.4052734375;240;4748.26416015625;240;5004.34033203125;240;4748.26416015625
241;201.388885498047;241;206.597213745117;241;190.104156494141;241;202.333068847656;241;212.879180908203;241;204.761016845703;241;202.305801391602;241;213.397933959961;241;205.187194824219;241;196.759246826172;241;218.460647583008;241;196.759246826172;241;806.423583984375;241;777.777770996094;241;788.194458007813;241;809.030883789063;241;791.131591796875;241;810.409057617188;241;807.716003417969;241;792.244079589844;241;810.517517089844;241;798.611145019531;241;802.951354980469;241;798.611145019531;241;2016.4931640625;241;1986.97912597656;241;1968.75;241;2004.34301757813;241;1995.76867675781;241;1984.01208496094;241;1999.55126953125;241;1996.51684570313;241;1983.52612304688;241;1986.40051269531;241;2013.88891601563;241;1986.40051269531;241;3208.33325195313;241;3142.361328125;241;3169.27099609375;241;3200.83813476563;241;3155.71069335938;241;3190.97583007813;241;3193.28173828125;241;3169.92041015625;241;3188.35229492188;241;3165.50952148438;241;3207.46533203125;241;3165.50952148438;241;3634.548828125;241;3605.03491210938;241;3599.82641601563;241;3610.44311523438;241;3612.3017578125;241;3612.26196289063;241;3602.8564453125;241;3614.28076171875;241;3610.0751953125;241;3573.49536132813;241;3641.49291992188;241;3573.49536132813;241;4035.59008789063;241;4024.3056640625;241;4002.60400390625;241;4008.54052734375;241;4032.29541015625;241;4012.94140625;241;4000.3701171875;241;4033.6455078125;241;4389.205078125;241;4011.86352539063;241;4061.05297851563;241;4011.86352539063;241;4844.6181640625;241;4812.5;241;4794.27099609375;241;4794.6435546875;241;4782.0244140625;241;4810.99365234375;241;4781.1728515625;241;4808.3330078125;241;5162.37451171875;241;4752.60400390625;241;5445.60205078125;241;4752.60400390625
242;201.388885498047;242;206.597213745117;242;190.104156494141;242;202.30729675293;242;212.85856628418;242;204.786102294922;242;202.303085327148;242;213.376159667969;242;205.1796875;242;196.759246826172;242;218.460647583008;242;196.759246826172;242;805.555541992188;242;778.645812988281;242;788.194458007813;242;808.809387207031;242;791.192199707031;242;810.583618164063;242;807.387573242188;242;792.301391601563;242;810.584167480469;242;797.164367675781;242;801.504638671875;242;797.164367675781;242;2016.4931640625;242;1986.11108398438;242;1967.8818359375;242;2004.2490234375;242;1995.5009765625;242;1984.24719238281;242;1999.50891113281;242;1996.62023925781;242;1983.13317871094;242;1980.61352539063;242;2012.44226074219;242;1980.61352539063;242;3212.673828125;242;3140.625;242;3169.27099609375;242;3197.58178710938;242;3153.0751953125;242;3189.67065429688;242;3188.7216796875;242;3170.9833984375;242;3187.97192382813;242;3165.50952148438;242;3207.46533203125;242;3165.50952148438;242;3634.548828125;242;3605.03491210938;242;3599.82641601563;242;3610.21630859375;242;3612.3017578125;242;3611.90405273438;242;3602.24389648438;242;3613.53344726563;242;3609.330078125;242;3573.49536132813;242;3638.599609375;242;3573.49536132813;242;4035.59008789063;242;4023.4375;242;4002.60400390625;242;4007.75366210938;242;4032.27368164063;242;4014.62744140625;242;3999.66552734375;242;4033.11254882813;242;4390.404296875;242;3968.46044921875;242;4062.5;242;3968.46044921875;242;4844.6181640625;242;4813.3681640625;242;4797.7431640625;242;4795.28173828125;242;4819.2919921875;242;4809.82861328125;242;4783.82275390625;242;4808.01123046875;242;5160.72119140625;242;4752.60400390625;242;5445.60205078125;242;4752.60400390625
243;201.388885498047;243;206.597213745117;243;190.104156494141;243;202.394973754883;243;212.822067260742;243;204.801513671875;243;202.389373779297;243;213.40771484375;243;205.19206237793;243;196.759246826172;243;218.460647583008;243;196.759246826172;243;805.555541992188;243;778.645812988281;243;789.0625;243;808.808166503906;243;791.273681640625;243;810.583618164063;243;807.607971191406;243;792.301391601563;243;810.584167480469;243;797.164367675781;243;801.504638671875;243;797.164367675781;243;2016.4931640625;243;1986.97912597656;243;1968.75;243;2004.16345214844;243;1995.1787109375;243;1984.50537109375;243;1999.52099609375;243;1996.80847167969;243;1983.58715820313;243;1980.61352539063;243;2012.44226074219;243;1980.61352539063;243;3254.34033203125;243;3157.98608398438;243;3176.21533203125;243;3189.78735351563;243;3154.88525390625;243;3189.67065429688;243;3181.96948242188;243;3170.73266601563;243;3186.55712890625;243;3155.38208007813;243;3177.08349609375;243;3155.38208007813;243;3633.68041992188;243;3604.16650390625;243;3599.82641601563;243;3609.88061523438;243;3612.943359375;243;3611.90405273438;243;3602.171875;243;3613.53344726563;243;3609.330078125;243;3573.49536132813;243;3640.04638671875;243;3573.49536132813;243;4034.72216796875;243;4023.4375;243;3999.1318359375;243;4007.96752929688;243;4032.15209960938;243;4014.021484375;243;4000.70703125;243;4032.35571289063;243;4389.8984375;243;3968.46044921875;243;4062.5;243;3968.46044921875;243;4845.48583984375;243;4814.236328125;243;4799.47900390625;243;4800.80517578125;243;4822.00732421875;243;4810.25830078125;243;4791.25634765625;243;4810.27197265625;243;5157.33837890625;243;4765.625;243;5053.5302734375;243;4765.625
244;201.388885498047;244;206.597213745117;244;190.104156494141;244;202.316009521484;244;212.773788452148;244;204.730682373047;244;202.298767089844;244;213.361404418945;244;205.161209106445;244;196.759246826172;244;218.460647583008;244;196.759246826172;244;806.423583984375;244;778.645812988281;244;789.0625;244;809.079711914063;244;791.175720214844;244;810.76025390625;244;807.877319335938;244;792.674438476563;244;810.865966796875;244;795.717590332031;244;801.504638671875;244;795.717590332031;244;2015.625;244;1986.11108398438;244;1967.8818359375;244;2004.33605957031;244;1995.62353515625;244;1984.50537109375;244;1999.61267089844;244;1996.80847167969;244;1983.58715820313;244;1983.50695800781;244;2013.88891601563;244;1983.50695800781;244;3255.20825195313;244;3158.85400390625;244;3175.34716796875;244;3187.38720703125;244;3166.62890625;244;3189.44873046875;244;3179.62182617188;244;3170.76806640625;244;3186.75;244;3155.38208007813;244;3177.08349609375;244;3155.38208007813;244;3632.8125;244;3603.29858398438;244;3600.6943359375;244;3609.88061523438;244;3611.58178710938;244;3613.38623046875;244;3602.14892578125;244;3614.337890625;244;3610.5771484375;244;3778.93505859375;244;3638.599609375;244;3778.93505859375;244;4033.85424804688;244;4024.3056640625;244;4000.8681640625;244;4009.06958007813;244;4032.06201171875;244;4013.58422851563;244;4000.82788085938;244;4031.8564453125;244;4389.927734375;244;3969.90747070313;244;4062.5;244;3969.90747070313;244;4843.75;244;4812.5;244;4797.7431640625;244;4811.65087890625;244;4821.41650390625;244;4810.74609375;244;4798.0791015625;244;4810.02490234375;244;5161.83154296875;244;4765.625;244;5052.0830078125;244;4765.625
245;201.388885498047;245;206.597213745117;245;190.104156494141;245;202.280944824219;245;212.746978759766;245;204.730682373047;245;202.272232055664;245;213.343612670898;245;205.152969360352;245;195.3125;245;218.460647583008;245;195.3125;245;806.423583984375;245;778.645812988281;245;789.0625;245;808.975402832031;245;791.286376953125;245;810.599182128906;245;807.701354980469;245;792.638305664063;245;810.574584960938;245;795.717590332031;245;801.504638671875;245;795.717590332031;245;2016.4931640625;245;1986.97912597656;245;1968.75;245;2003.9453125;245;1995.78063964844;245;1984.30126953125;245;1999.18395996094;245;1996.74523925781;245;1982.89270019531;245;1983.50695800781;245;2013.88891601563;245;1983.50695800781;245;3253.47241210938;245;3157.98608398438;245;3173.61108398438;245;3196.017578125;245;3168.607421875;245;3189.44873046875;245;3196.34497070313;245;3171.11279296875;245;3187.197265625;245;3195.89111328125;245;3192.99755859375;245;3195.89111328125;245;3633.68041992188;245;3604.16650390625;245;3599.82641601563;245;3610.27416992188;245;3611.54736328125;245;3613.92211914063;245;3601.98706054688;245;3614.337890625;245;3610.5771484375;245;3778.93505859375;245;3640.04638671875;245;3778.93505859375;245;4033.85424804688;245;4022.5693359375;245;4001.73608398438;245;4008.66162109375;245;4032.3740234375;245;4013.24096679688;245;4000.35864257813;245;4031.3974609375;245;4389.32275390625;245;3969.90747070313;245;4062.5;245;3969.90747070313;245;4846.35400390625;245;4815.10400390625;245;4797.7431640625;245;4812.45751953125;245;4821.16064453125;245;4811.0986328125;245;4799.078125;245;4810.234375;245;5162.69189453125;245;4764.17822265625;245;5052.0830078125;245;4764.17822265625
246;201.388885498047;246;205.72917175293;246;190.104156494141;246;202.271347045898;246;212.761627197266;246;204.695587158203;246;202.248794555664;246;213.251342773438;246;205.07536315918;246;195.3125;246;218.460647583008;246;195.3125;246;806.423583984375;246;778.645812988281;246;789.0625;246;808.986999511719;246;791.286376953125;246;810.554138183594;246;807.702331542969;246;792.668029785156;246;810.656127929688;246;797.164367675781;246;801.504638671875;246;797.164367675781;246;2016.4931640625;246;1986.97912597656;246;1967.8818359375;246;2003.72033691406;246;1995.93884277344;246;1984.46179199219;246;1999.47912597656;246;1996.74523925781;246;1982.89270019531;246;1983.50695800781;246;2016.78247070313;246;1983.50695800781;246;3253.47241210938;246;3157.98608398438;246;3173.61108398438;246;3229.55639648438;246;3168.607421875;246;3189.73217773438;246;3224.34399414063;246;3171.49291992188;246;3187.26098632813;246;3195.89111328125;246;3192.99755859375;246;3195.89111328125;246;3633.68041992188;246;3604.16650390625;246;3600.6943359375;246;3609.01538085938;246;3611.54736328125;246;3613.365234375;246;3601.98706054688;246;3615.37255859375;246;3609.92993164063;246;3573.49536132813;246;3640.04638671875;246;3573.49536132813;246;4034.72216796875;246;4022.5693359375;246;4001.73608398438;246;4008.45288085938;246;4030.875;246;4012.7802734375;246;4000.09057617188;246;4031.81079101563;246;4387.7255859375;246;3968.46044921875;246;4061.05297851563;246;3968.46044921875;246;4845.48583984375;246;4815.10400390625;246;4798.61083984375;246;4812.0908203125;246;4821.810546875;246;4809.52685546875;246;4797.47509765625;246;4799.34716796875;246;5162.81689453125;246;4764.17822265625;246;5054.97705078125;246;4764.17822265625
247;200.52082824707;247;205.72917175293;247;190.104156494141;247;202.336502075195;247;212.715942382813;247;204.695587158203;247;202.351791381836;247;213.251342773438;247;205.07536315918;247;195.3125;247;218.460647583008;247;195.3125;247;806.423583984375;247;779.513854980469;247;789.0625;247;809.265502929688;247;791.592956542969;247;810.529602050781;247;807.917114257813;247;792.752624511719;247;810.633544921875;247;797.164367675781;247;801.504638671875;247;797.164367675781;247;2015.625;247;1986.97912597656;247;1968.75;247;2003.96850585938;247;1995.93884277344;247;1999.41882324219;247;1998.94458007813;247;2005.76135253906;247;2003.3681640625;247;1982.06018066406;247;2016.78247070313;247;1982.06018066406;247;3253.47241210938;247;3158.85400390625;247;3174.47924804688;247;3233.44018554688;247;3169.37109375;247;3189.73217773438;247;3227.19677734375;247;3171.49291992188;247;3187.26098632813;247;3203.125;247;3197.337890625;247;3203.125;247;3635.41674804688;247;3605.03491210938;247;3601.5625;247;3608.56494140625;247;3612.333984375;247;3613.44702148438;247;3600.859375;247;3615.638671875;247;3610.60083007813;247;3573.49536132813;247;3640.04638671875;247;3573.49536132813;247;4033.85424804688;247;4022.5693359375;247;4000.8681640625;247;4008.29077148438;247;4030.81396484375;247;3994.90966796875;247;4000.15454101563;247;4024.58154296875;247;4359.8505859375;247;3968.46044921875;247;4061.05297851563;247;3968.46044921875;247;4846.35400390625;247;4815.97216796875;247;4798.61083984375;247;4810.57373046875;247;4823.318359375;247;4806.8447265625;247;4797.70556640625;247;4794.2470703125;247;5162.38134765625;247;4765.625;247;5054.97705078125;247;4765.625
248;201.388885498047;248;205.72917175293;248;190.104156494141;248;202.270401000977;248;212.715942382813;248;204.623199462891;248;202.255401611328;248;213.264801025391;248;205.03955078125;248;195.3125;248;218.460647583008;248;195.3125;248;806.423583984375;248;778.645812988281;248;789.0625;248;809.265502929688;248;791.724182128906;248;810.503540039063;248;807.917114257813;248;792.826904296875;248;810.507019042969;248;797.164367675781;248;801.504638671875;248;797.164367675781;248;2015.625;248;1986.11108398438;248;1968.75;248;2004.04162597656;248;1995.6796875;248;2014.1767578125;248;1999.42932128906;248;2008.36877441406;248;2013.34741210938;248;1980.61352539063;248;2012.44226074219;248;1980.61352539063;248;3253.47241210938;248;3158.85400390625;248;3173.61108398438;248;3233.44018554688;248;3169.37109375;248;3189.27465820313;248;3225.74658203125;248;3171.74560546875;248;3186.64526367188;248;3201.67797851563;248;3197.337890625;248;3201.67797851563;248;3634.548828125;248;3605.90283203125;248;3601.5625;248;3608.56494140625;248;3613.5;248;3611.54077148438;248;3600.859375;248;3601.94677734375;248;3607.49365234375;248;3574.94213867188;248;3640.04638671875;248;3574.94213867188;248;4033.85424804688;248;4022.5693359375;248;4000.0;248;4007.90258789063;248;4031.04370117188;248;3978.2578125;248;3999.65307617188;248;4020.05102539063;248;4352.43603515625;248;3968.46044921875;248;4061.05297851563;248;3968.46044921875;248;4828.125;248;4812.5;248;4797.7431640625;248;4812.56201171875;248;4823.2109375;248;4805.6669921875;248;4798.99560546875;248;4794.77783203125;248;5157.59033203125;248;4765.625;248;5054.97705078125;248;4765.625
249;201.388885498047;249;205.72917175293;249;190.104156494141;249;202.178283691406;249;212.619247436523;249;204.672073364258;249;202.220031738281;249;213.352035522461;249;205.064346313477;249;196.759246826172;249;218.460647583008;249;196.759246826172;249;806.423583984375;249;778.645812988281;249;789.0625;249;809.333557128906;249;791.618103027344;249;810.55078125;249;808.022399902344;249;792.5693359375;249;810.851989746094;249;797.164367675781;249;801.504638671875;249;797.164367675781;249;2016.4931640625;249;1986.11108398438;249;1969.6181640625;249;2004.04162597656;249;1995.46423339844;249;2014.45056152344;249;1999.42932128906;249;2008.09020996094;249;2013.54309082031;249;1980.61352539063;249;2012.44226074219;249;1980.61352539063;249;3255.20825195313;249;3159.72241210938;249;3173.61108398438;249;3233.56396484375;249;3169.73754882813;249;3187.89624023438;249;3225.89282226563;249;3170.7890625;249;3185.5322265625;249;3201.67797851563;249;3194.44458007813;249;3201.67797851563;249;3634.548828125;249;3605.90283203125;249;3600.6943359375;249;3609.93530273438;249;3613.29223632813;249;3606.97680664063;249;3602.375;249;3596.58081054688;249;3603.38696289063;249;3574.94213867188;249;3640.04638671875;249;3574.94213867188;249;4030.38208007813;249;4019.96533203125;249;3976.5625;249;4007.83715820313;249;4030.44458007813;249;3978.1572265625;249;3999.31005859375;249;4019.48583984375;249;4353.20068359375;249;3968.46044921875;249;4061.05297851563;249;3968.46044921875;249;4809.02783203125;249;4797.7431640625;249;4794.27099609375;249;4812.873046875;249;4817.201171875;249;4805.3623046875;249;4799.08740234375;249;4794.7080078125;249;5154.3681640625;249;4749.71044921875;249;5046.2958984375;249;4749.71044921875
