05_L1_K3_t;05_L1_K3_I;05_L2_K3_t;05_L2_K3_I;05_L3_K3_t;05_L3_K3_I;05_L1_PAC1_t;05_L1_PAC1_I;05_L2_PAC1_t;05_L2_PAC1_I;05_L3_PAC1_t;05_L3_PAC1_I;05_L1_PAC2_t;05_L1_PAC2_I;05_L2_PAC2_t;05_L2_PAC2_I;05_L3_PAC2_t;05_L3_PAC2_I;05_L1_Rogowsikeinspeisung_t;05_L1_Rogowsikeinspeisung_I;05_L2_Rogowsikeinspeisung_t;05_L2_Rogowsikeinspeisung_I;05_L3_Rogowsikeinspeisung_t;05_L3_Rogowsikeinspeisung_I;20_L1_K3_t;20_L1_K3_I;20_L2_K3_t;20_L2_K3_I;20_L3_K3_t;20_L3_K3_I;20_L1_PAC1_t;20_L1_PAC1_I;20_L2_PAC1_t;20_L2_PAC1_I;20_L3_PAC1_t;20_L3_PAC1_I;20_L1_PAC2_t;20_L1_PAC2_I;20_L2_PAC2_t;20_L2_PAC2_I;20_L3_PAC2_t;20_L3_PAC2_I;20_L1_Rogowsikeinspeisung_t;20_L1_Rogowsikeinspeisung_I;20_L2_Rogowsikeinspeisung_t;20_L2_Rogowsikeinspeisung_I;20_L3_Rogowsikeinspeisung_t;20_L3_Rogowsikeinspeisung_I;50_L1_K3_t;50_L1_K3_I;50_L2_K3_t;50_L2_K3_I;50_L3_K3_t;50_L3_K3_I;50_L1_PAC1_t;50_L1_PAC1_I;50_L2_PAC1_t;50_L2_PAC1_I;50_L3_PAC1_t;50_L3_PAC1_I;50_L1_PAC2_t;50_L1_PAC2_I;50_L2_PAC2_t;50_L2_PAC2_I;50_L3_PAC2_t;50_L3_PAC2_I;50_L1_Rogowsikeinspeisung_t;50_L1_Rogowsikeinspeisung_I;50_L2_Rogowsikeinspeisung_t;50_L2_Rogowsikeinspeisung_I;50_L3_Rogowsikeinspeisung_t;50_L3_Rogowsikeinspeisung_I;80_L1_K3_t;80_L1_K3_I;80_L2_K3_t;80_L2_K3_I;80_L3_K3_t;80_L3_K3_I;80_L1_PAC1_t;80_L1_PAC1_I;80_L2_PAC1_t;80_L2_PAC1_I;80_L3_PAC1_t;80_L3_PAC1_I;80_L1_PAC2_t;80_L1_PAC2_I;80_L2_PAC2_t;80_L2_PAC2_I;80_L3_PAC2_t;80_L3_PAC2_I;80_L1_Rogowsikeinspeisung_t;80_L1_Rogowsikeinspeisung_I;80_L2_Rogowsikeinspeisung_t;80_L2_Rogowsikeinspeisung_I;80_L3_Rogowsikeinspeisung_t;80_L3_Rogowsikeinspeisung_I;90_L1_K3_t;90_L1_K3_I;90_L2_K3_t;90_L2_K3_I;90_L3_K3_t;90_L3_K3_I;90_L1_PAC1_t;90_L1_PAC1_I;90_L2_PAC1_t;90_L2_PAC1_I;90_L3_PAC1_t;90_L3_PAC1_I;90_L1_PAC2_t;90_L1_PAC2_I;90_L2_PAC2_t;90_L2_PAC2_I;90_L3_PAC2_t;90_L3_PAC2_I;90_L1_Rogowsikeinspeisung_t;90_L1_Rogowsikeinspeisung_I;90_L2_Rogowsikeinspeisung_t;90_L2_Rogowsikeinspeisung_I;90_L3_Rogowsikeinspeisung_t;90_L3_Rogowsikeinspeisung_I;100_L1_K3_t;100_L1_K3_I;100_L2_K3_t;100_L2_K3_I;100_L3_K3_t;100_L3_K3_I;100_L1_PAC1_t;100_L1_PAC1_I;100_L2_PAC1_t;100_L2_PAC1_I;100_L3_PAC1_t;100_L3_PAC1_I;100_L1_PAC2_t;100_L1_PAC2_I;100_L2_PAC2_t;100_L2_PAC2_I;100_L3_PAC2_t;100_L3_PAC2_I;100_L1_Rogowsikeinspeisung_t;100_L1_Rogowsikeinspeisung_I;100_L2_Rogowsikeinspeisung_t;100_L2_Rogowsikeinspeisung_I;100_L3_Rogowsikeinspeisung_t;100_L3_Rogowsikeinspeisung_I;120_L1_K3_t;120_L1_K3_I;120_L2_K3_t;120_L2_K3_I;120_L3_K3_t;120_L3_K3_I;120_L1_PAC1_t;120_L1_PAC1_I;120_L2_PAC1_t;120_L2_PAC1_I;120_L3_PAC1_t;120_L3_PAC1_I;120_L1_PAC2_t;120_L1_PAC2_I;120_L2_PAC2_t;120_L2_PAC2_I;120_L3_PAC2_t;120_L3_PAC2_I;120_L1_Rogowsikeinspeisung_t;120_L1_Rogowsikeinspeisung_I;120_L2_Rogowsikeinspeisung_t;120_L2_Rogowsikeinspeisung_I;120_L3_Rogowsikeinspeisung_t;120_L3_Rogowsikeinspeisung_I
478;199.652770996094;478;192.70832824707;478;186.631942749023;478;200.915176391602;478;200.158813476563;478;202.07080078125;478;200.90461730957;478;200.921112060547;478;202.451034545898;478;193.865753173828;478;205.439819335938;478;193.865753173828;478;802.951354980469;478;775.173583984375;478;778.645812988281;478;805.886779785156;478;787.799377441406;478;796.1689453125;478;804.477661132813;478;777.289001464844;478;797.745056152344;478;794.270874023438;478;798.611145019531;478;794.270874023438;478;2022.56945800781;478;1998.26391601563;478;1998.26391601563;478;2011.09484863281;478;2008.03466796875;478;2013.82360839844;478;2006.15600585938;478;2008.70776367188;478;2012.67907714844;478;1989.2939453125;478;2026.90979003906;478;1989.2939453125;478;3239.58349609375;478;3196.1806640625;478;3183.15991210938;478;3218.44995117188;478;3204.53881835938;478;3197.55908203125;478;3211.115234375;478;3207.20629882813;478;3195.14624023438;478;3185.76391601563;478;3227.71997070313;478;3185.76391601563;478;3623.26391601563;478;3552.95141601563;478;3561.63208007813;478;3606.92700195313;478;3596.91772460938;478;3575.23706054688;478;3598.91015625;478;3564.32788085938;478;3572.49438476563;478;3569.15502929688;478;3624.13208007813;478;3569.15502929688;478;4022.5693359375;478;3978.29858398438;478;3997.39575195313;478;3995.98022460938;478;3985.474609375;478;4010.10131835938;478;3987.982421875;478;3985.54956054688;478;4376.63818359375;478;3961.22705078125;478;4191.26171875;478;3961.22705078125;478;4832.46533203125;478;4763.02099609375;478;4785.59033203125;478;4798.16259765625;478;4771.21142578125;478;4794.45458984375;478;4785.1865234375;478;4757.2958984375;478;5148.939453125;478;4751.1572265625;478;5004.34033203125;478;4751.1572265625
479;199.652770996094;479;193.576385498047;479;186.631942749023;479;200.896575927734;479;200.251754760742;479;202.082611083984;479;200.892105102539;479;200.908615112305;479;202.441299438477;479;193.865753173828;479;206.886566162109;479;193.865753173828;479;802.951354980469;479;775.173583984375;479;778.645812988281;479;805.991149902344;479;787.63037109375;479;795.986694335938;479;804.657836914063;479;773.040954589844;479;796.165832519531;479;797.164367675781;479;807.291625976563;479;797.164367675781;479;2022.56945800781;479;1999.13195800781;479;1998.26391601563;479;2010.4814453125;479;2007.60437011719;479;2013.4423828125;479;2005.73254394531;479;2008.26953125;479;2012.37609863281;479;1990.74072265625;479;2026.90979003906;479;1990.74072265625;479;3239.58349609375;479;3196.1806640625;479;3183.15991210938;479;3218.28295898438;479;3203.80493164063;479;3198.30615234375;479;3210.90283203125;479;3207.79345703125;479;3195.88549804688;479;3187.21044921875;479;3227.71997070313;479;3187.21044921875;479;3620.65966796875;479;3553.8193359375;479;3562.5;479;3606.8876953125;479;3562.47192382813;479;3575.54223632813;479;3599.634765625;479;3563.41650390625;479;3572.513671875;479;3569.15502929688;479;3622.68505859375;479;3569.15502929688;479;4025.17358398438;479;3978.29858398438;479;3997.39575195313;479;3996.14208984375;479;3985.56567382813;479;4009.12231445313;479;3987.92919921875;479;3985.84790039063;479;4375.8515625;479;3961.22705078125;479;4191.26171875;479;3961.22705078125;479;4832.46533203125;479;4762.15283203125;479;4786.45849609375;479;4798.06982421875;479;4771.95654296875;479;4797.666015625;479;4784.66552734375;479;4758.89404296875;479;5150.3681640625;479;4751.1572265625;479;5004.34033203125;479;4751.1572265625
480;200.52082824707;480;193.576385498047;480;187.5;480;200.922897338867;480;200.223007202148;480;202.080612182617;480;200.904830932617;480;200.889465332031;480;202.466949462891;480;193.865753173828;480;206.886566162109;480;193.865753173828;480;766.493103027344;480;762.15283203125;480;775.173583984375;480;806.078552246094;480;787.63037109375;480;795.988098144531;480;804.686279296875;480;773.096252441406;480;796.051452636719;480;797.164367675781;480;807.291625976563;480;797.164367675781;480;2021.70141601563;480;1998.26391601563;480;1998.26391601563;480;2010.60266113281;480;2007.83117675781;480;2013.46203613281;480;2005.91516113281;480;2008.41064453125;480;2012.55554199219;480;1990.74072265625;480;2025.46301269531;480;1990.74072265625;480;3239.58349609375;480;3197.91674804688;480;3184.89575195313;480;3219.12939453125;480;3204.31518554688;480;3198.67626953125;480;3212.4541015625;480;3206.92993164063;480;3196.08178710938;480;3187.21044921875;480;3227.71997070313;480;3187.21044921875;480;3620.65966796875;480;3553.8193359375;480;3561.63208007813;480;3607.36791992188;480;3562.47192382813;480;3575.55322265625;480;3597.58349609375;480;3564.15869140625;480;3572.71459960938;480;3559.02783203125;480;3587.962890625;480;3559.02783203125;480;4023.4375;480;3977.4306640625;480;3998.26391601563;480;3995.98120117188;480;3986.11791992188;480;4010.41528320313;480;3987.53051757813;480;3987.12426757813;480;4376.9423828125;480;4186.92138671875;480;4191.26171875;480;4186.92138671875;480;4824.65283203125;480;4761.28466796875;480;4782.1181640625;480;4798.59228515625;480;4770.748046875;480;4799.0322265625;480;4784.66552734375;480;4759.306640625;480;5149.9228515625;480;4752.60400390625;480;5127.31494140625;480;4752.60400390625
481;200.52082824707;481;193.576385498047;481;186.631942749023;481;200.913299560547;481;200.294982910156;481;202.092559814453;481;200.927688598633;481;200.84619140625;481;202.464111328125;481;193.865753173828;481;206.886566162109;481;193.865753173828;481;758.680541992188;481;758.680541992188;481;774.305541992188;481;806.054992675781;481;772.262268066406;481;796.035888671875;481;804.809692382813;481;773.246520996094;481;796.148193359375;481;788.483764648438;481;795.717590332031;481;788.483764648438;481;2021.70141601563;481;1998.26391601563;481;1997.39587402344;481;2010.68359375;481;2007.607421875;481;2012.93078613281;481;2005.98620605469;481;2007.9453125;481;2011.70629882813;481;1990.74072265625;481;2025.46301269531;481;1990.74072265625;481;3240.45141601563;481;3198.78466796875;481;3184.89575195313;481;3218.65942382813;481;3205.40600585938;481;3196.21411132813;481;3211.85815429688;481;3192.59887695313;481;3192.77954101563;481;3187.21044921875;481;3230.61352539063;481;3187.21044921875;481;3622.39575195313;481;3553.8193359375;481;3562.5;481;3596.46508789063;481;3562.203125;481;3574.94921875;481;3590.02685546875;481;3564.15869140625;481;3572.71459960938;481;3559.02783203125;481;3587.962890625;481;3559.02783203125;481;4022.5693359375;481;3976.5625;481;3996.52783203125;481;3996.11767578125;481;3985.11547851563;481;4009.0703125;481;3987.94897460938;481;3986.4404296875;481;4375.51904296875;481;4186.92138671875;481;4191.26171875;481;4186.92138671875;481;4829.861328125;481;4763.02099609375;481;4785.59033203125;481;4799.4990234375;481;4769.12060546875;481;4799.1201171875;481;4785.75830078125;481;4758.94140625;481;5150.64111328125;481;4752.60400390625;481;5127.31494140625;481;4752.60400390625
482;200.52082824707;482;193.576385498047;482;187.5;482;200.916366577148;482;200.263610839844;482;202.110122680664;482;200.926559448242;482;200.894973754883;482;202.518600463867;482;193.865753173828;482;206.886566162109;482;193.865753173828;482;758.680541992188;482;758.680541992188;482;774.305541992188;482;806.054992675781;482;771.994445800781;482;795.988098144531;482;803.744140625;482;773.044311523438;482;796.050415039063;482;759.548645019531;482;788.483764648438;482;759.548645019531;482;2021.70141601563;482;1998.26391601563;482;1997.39587402344;482;2010.70166015625;482;2007.06909179688;482;2013.06677246094;482;2005.94262695313;482;2008.216796875;482;2011.96411132813;482;1989.2939453125;482;2025.46301269531;482;1989.2939453125;482;3240.45141601563;482;3199.65283203125;482;3185.763671875;482;3218.9541015625;482;3205.8125;482;3194.31274414063;482;3212.0419921875;482;3188.0224609375;482;3191.35498046875;482;3187.21044921875;482;3230.61352539063;482;3187.21044921875;482;3621.52783203125;482;3553.8193359375;482;3562.5;482;3596.46508789063;482;3562.15185546875;482;3574.18334960938;482;3588.341796875;482;3563.10400390625;482;3570.98046875;482;3560.474609375;482;3590.8564453125;482;3560.474609375;482;4024.3056640625;482;3978.29858398438;482;3998.26391601563;482;3996.853515625;482;3984.7412109375;482;4009.3828125;482;3988.45825195313;482;3986.6337890625;482;4375.64599609375;482;3959.78002929688;482;4189.81494140625;482;3959.78002929688;482;4831.59716796875;482;4763.88916015625;482;4787.32666015625;482;4798.37060546875;482;4771.18505859375;482;4800.64208984375;482;4782.74462890625;482;4759.3603515625;482;5152.66796875;482;4748.26416015625;482;5008.6806640625;482;4748.26416015625
483;199.652770996094;483;193.576385498047;483;187.5;483;200.962326049805;483;200.244064331055;483;202.129684448242;483;200.966690063477;483;200.864318847656;483;202.492416381836;483;193.865753173828;483;206.886566162109;483;193.865753173828;483;758.680541992188;483;758.680541992188;483;774.305541992188;483;764.34423828125;483;772.031494140625;483;796.008483886719;483;774.715454101563;483;773.044311523438;483;796.050415039063;483;756.655090332031;483;785.590270996094;483;756.655090332031;483;2021.70141601563;483;1997.39587402344;483;1997.39587402344;483;2009.93103027344;483;2007.17834472656;483;2012.99572753906;483;2005.04663085938;483;2007.4873046875;483;2011.95434570313;483;1989.2939453125;483;2024.01623535156;483;1989.2939453125;483;3207.46533203125;483;3184.02783203125;483;3182.29150390625;483;3219.0087890625;483;3206.71826171875;483;3193.8076171875;483;3211.67431640625;483;3189.17749023438;483;3191.3134765625;483;3187.21044921875;483;3229.16650390625;483;3187.21044921875;483;3619.79174804688;483;3553.8193359375;483;3563.36791992188;483;3596.8125;483;3562.22045898438;483;3577.43115234375;483;3589.35034179688;483;3567.62768554688;483;3580.53393554688;483;3560.474609375;483;3590.8564453125;483;3560.474609375;483;4024.3056640625;483;3978.29858398438;483;3995.65966796875;483;3995.8642578125;483;3986.15576171875;483;4009.55517578125;483;3987.51782226563;483;3987.51147460938;483;4376.2548828125;483;3958.33349609375;483;4189.81494140625;483;3958.33349609375;483;4829.861328125;483;4762.15283203125;483;4786.45849609375;483;4795.19189453125;483;4771.94091796875;483;4802.0146484375;483;4782.97265625;483;4759.09326171875;483;5152.39453125;483;4748.26416015625;483;5008.6806640625;483;4748.26416015625
484;199.652770996094;484;193.576385498047;484;186.631942749023;484;200.963958740234;484;200.186508178711;484;202.063720703125;484;200.945953369141;484;200.734451293945;484;202.450546264648;484;193.865753173828;484;206.886566162109;484;193.865753173828;484;758.680541992188;484;758.680541992188;484;774.305541992188;484;763.167358398438;484;772.266174316406;484;795.984802246094;484;762.448547363281;484;773.125427246094;484;796.057800292969;484;755.208374023438;484;784.143493652344;484;755.208374023438;484;2021.70141601563;484;1998.26391601563;484;1997.39587402344;484;2009.41589355469;484;2006.88818359375;484;2012.99572753906;484;2004.70825195313;484;2007.4873046875;484;2011.95434570313;484;1989.2939453125;484;2025.46301269531;484;1989.2939453125;484;3193.57641601563;484;3177.95141601563;484;3181.42358398438;484;3219.18994140625;484;3193.50268554688;484;3193.80615234375;484;3211.77172851563;484;3189.33374023438;484;3191.04418945313;484;3187.21044921875;484;3229.16650390625;484;3187.21044921875;484;3619.79174804688;484;3554.6875;484;3561.63208007813;484;3597.10668945313;484;3562.42993164063;484;3604.87329101563;484;3589.234375;484;3578.07739257813;484;3604.1044921875;484;3550.34716796875;484;3590.8564453125;484;3550.34716796875;484;4022.5693359375;484;3978.29858398438;484;3996.52783203125;484;3995.37670898438;484;3985.6796875;484;4010.91674804688;484;3987.42358398438;484;3988.21313476563;484;4377.34326171875;484;3955.43994140625;484;4192.70849609375;484;3955.43994140625;484;4832.46533203125;484;4763.02099609375;484;4788.1943359375;484;4797.5556640625;484;4771.41796875;484;4800.54345703125;484;4785.22998046875;484;4758.3564453125;484;5151.04150390625;484;4751.1572265625;484;5004.34033203125;484;4751.1572265625
485;199.652770996094;485;193.576385498047;485;187.5;485;200.951171875;485;200.214508056641;485;202.081085205078;485;200.941436767578;485;200.788375854492;485;202.452331542969;485;193.865753173828;485;206.886566162109;485;193.865753173828;485;758.680541992188;485;758.680541992188;485;773.4375;485;763.243225097656;485;772.0;485;795.932250976563;485;762.001281738281;485;773.047607421875;485;795.96533203125;485;755.208374023438;485;784.143493652344;485;755.208374023438;485;2021.70141601563;485;1997.39587402344;485;1997.39587402344;485;2010.14660644531;485;2007.16943359375;485;1981.78796386719;485;2005.55346679688;485;1997.23095703125;485;1978.77307128906;485;1989.2939453125;485;2025.46301269531;485;1989.2939453125;485;3191.84008789063;485;3179.6875;485;3180.5556640625;485;3219.47216796875;485;3186.38818359375;485;3193.80615234375;485;3210.197265625;485;3189.83203125;485;3191.07250976563;485;3145.25463867188;485;3463.54150390625;485;3145.25463867188;485;3620.65966796875;485;3553.8193359375;485;3560.763671875;485;3596.71606445313;485;3561.44775390625;485;3608.55541992188;485;3588.5830078125;485;3577.42065429688;485;3605.8095703125;485;3550.34716796875;485;3590.8564453125;485;3550.34716796875;485;4022.5693359375;485;3979.16650390625;485;3995.65966796875;485;3996.56665039063;485;3985.70385742188;485;4011.10864257813;485;3988.60473632813;485;3986.734375;485;4377.40380859375;485;3955.43994140625;485;4192.70849609375;485;3955.43994140625;485;4832.46533203125;485;4763.88916015625;485;4789.9306640625;485;4798.0419921875;485;4771.810546875;485;4801.9287109375;485;4784.8583984375;485;4759.48095703125;485;5150.89697265625;485;4751.1572265625;485;5004.34033203125;485;4751.1572265625
486;199.652770996094;486;193.576385498047;486;186.631942749023;486;200.932968139648;486;200.23176574707;486;202.104248046875;486;200.958923339844;486;200.728073120117;486;202.464279174805;486;193.865753173828;486;206.886566162109;486;193.865753173828;486;758.680541992188;486;759.548583984375;486;774.305541992188;486;763.340942382813;486;771.968994140625;486;795.688903808594;486;762.074829101563;486;772.958862304688;486;795.71875;486;752.314880371094;486;784.143493652344;486;752.314880371094;486;2022.56945800781;486;1997.39587402344;486;1997.39587402344;486;2010.20068359375;486;2006.25268554688;486;1978.74438476563;486;2005.37438964844;486;1997.23095703125;486;1978.77307128906;486;1989.2939453125;486;2025.46301269531;486;1989.2939453125;486;3191.84008789063;486;3179.6875;486;3180.5556640625;486;3192.13598632813;486;3187.24462890625;486;3193.42919921875;486;3177.79907226563;486;3189.7548828125;486;3191.60791015625;486;3145.25463867188;486;3463.54150390625;486;3145.25463867188;486;3622.39575195313;486;3559.89575195313;486;3585.06958007813;486;3595.9033203125;486;3563.19018554688;486;3608.64526367188;486;3588.5830078125;486;3576.392578125;486;3605.86865234375;486;3796.29638671875;486;3587.962890625;486;3796.29638671875;486;4022.5693359375;486;3979.16650390625;486;3997.39575195313;486;3995.84594726563;486;3986.24780273438;486;4011.546875;486;3988.0400390625;486;3986.68334960938;486;4378.4169921875;486;3955.43994140625;486;4192.70849609375;486;3955.43994140625;486;4830.72900390625;486;4761.28466796875;486;4788.1943359375;486;4798.6640625;486;4772.244140625;486;4802.82275390625;486;4786.1005859375;486;4759.609375;486;5154.56396484375;486;4751.1572265625;486;5004.34033203125;486;4751.1572265625
487;200.52082824707;487;193.576385498047;487;186.631942749023;487;200.951477050781;487;200.093765258789;487;202.104248046875;487;200.951950073242;487;200.718124389648;487;202.505874633789;487;193.865753173828;487;206.886566162109;487;193.865753173828;487;758.680541992188;487;759.548583984375;487;774.305541992188;487;763.184997558594;487;772.013000488281;487;795.919494628906;487;761.937316894531;487;772.989685058594;487;796.079895019531;487;752.314880371094;487;782.69677734375;487;752.314880371094;487;2022.56945800781;487;1997.39587402344;487;1992.1875;487;2009.82861328125;487;2006.25268554688;487;1978.99426269531;487;2005.30407714844;487;1995.75610351563;487;1977.80517578125;487;1989.2939453125;487;2025.46301269531;487;1989.2939453125;487;3191.84008789063;487;3179.6875;487;3181.42358398438;487;3172.83764648438;487;3187.69311523438;487;3193.42919921875;487;3165.26049804688;487;3189.83837890625;487;3190.439453125;487;3140.91455078125;487;3213.25244140625;487;3140.91455078125;487;3624.1318359375;487;3568.57641601563;487;3595.48608398438;487;3595.93774414063;487;3575.5517578125;487;3608.76049804688;487;3588.0615234375;487;3575.97045898438;487;3605.86962890625;487;3806.42358398438;487;3587.962890625;487;3806.42358398438;487;4023.4375;487;3979.16650390625;487;3998.26391601563;487;3995.45629882813;487;3987.06469726563;487;4012.65112304688;487;3987.19116210938;487;3987.62915039063;487;4378.66650390625;487;3955.43994140625;487;4192.70849609375;487;3955.43994140625;487;4832.46533203125;487;4762.15283203125;487;4789.0625;487;4799.3134765625;487;4770.60693359375;487;4801.70361328125;487;4786.2802734375;487;4757.86767578125;487;5153.16259765625;487;4751.1572265625;487;5004.34033203125;487;4751.1572265625
488;199.652770996094;488;193.576385498047;488;187.5;488;200.952621459961;488;200.144760131836;488;202.012176513672;488;200.941284179688;488;200.69059753418;488;202.390762329102;488;193.865753173828;488;206.886566162109;488;193.865753173828;488;758.680541992188;488;758.680541992188;488;773.4375;488;763.245666503906;488;772.0703125;488;794.930603027344;488;761.937316894531;488;771.81494140625;488;794.924072265625;488;753.761596679688;488;782.69677734375;488;753.761596679688;488;2017.36108398438;488;1986.97912597656;488;1962.67358398438;488;2009.84936523438;488;1997.20202636719;488;1978.99426269531;488;2005.21252441406;488;1995.75610351563;488;1977.80517578125;488;1987.84729003906;488;2025.46301269531;488;1987.84729003906;488;3190.97216796875;488;3180.5556640625;488;3181.42358398438;488;3171.1923828125;488;3187.69311523438;488;3192.89208984375;488;3164.103515625;488;3190.041015625;488;3190.61083984375;488;3139.46752929688;488;3213.25244140625;488;3139.46752929688;488;3623.26391601563;488;3567.70849609375;488;3596.35424804688;488;3596.35766601563;488;3575.9736328125;488;3608.69067382813;488;3589.42993164063;488;3576.58618164063;488;3606.017578125;488;3561.92138671875;488;3602.43041992188;488;3561.92138671875;488;4021.70141601563;488;3978.29858398438;488;3999.1318359375;488;3994.63012695313;488;3986.556640625;488;4010.93798828125;488;3987.0068359375;488;3987.50830078125;488;4376.7001953125;488;3955.43994140625;488;4192.70849609375;488;3955.43994140625;488;4832.46533203125;488;4763.88916015625;488;4790.798828125;488;4799.3662109375;488;4771.244140625;488;4801.6875;488;4785.65478515625;488;4757.94189453125;488;5152.47802734375;488;4751.1572265625;488;5004.34033203125;488;4751.1572265625
489;199.652770996094;489;193.576385498047;489;187.5;489;200.875061035156;489;200.075164794922;489;202.012176513672;489;200.874603271484;489;200.69059753418;489;202.390762329102;489;193.865753173828;489;206.886566162109;489;193.865753173828;489;758.680541992188;489;758.680541992188;489;773.4375;489;763.001220703125;489;771.862060546875;489;795.502563476563;489;761.773498535156;489;772.507263183594;489;795.494079589844;489;753.761596679688;489;784.143493652344;489;753.761596679688;489;2016.4931640625;489;1986.11108398438;489;1961.80554199219;489;2009.84936523438;489;1995.28015136719;489;1979.62634277344;489;2005.21252441406;489;1995.91345214844;489;1978.6982421875;489;1987.84729003906;489;2018.22924804688;489;1987.84729003906;489;3192.70849609375;489;3179.6875;489;3180.5556640625;489;3172.24731445313;489;3188.09521484375;489;3193.20263671875;489;3164.92822265625;489;3189.84204101563;489;3190.58276367188;489;3140.91455078125;489;3213.25244140625;489;3140.91455078125;489;3625.0;489;3565.97216796875;489;3595.48608398438;489;3598.77880859375;489;3575.32348632813;489;3608.85961914063;489;3591.5244140625;489;3578.02172851563;489;3605.14501953125;489;3563.36791992188;489;3602.43041992188;489;3563.36791992188;489;4022.5693359375;489;3980.90283203125;489;4000.0;489;3995.47802734375;489;3985.75732421875;489;4010.73413085938;489;3987.8388671875;489;3987.88916015625;489;4377.19873046875;489;3955.43994140625;489;4192.70849609375;489;3955.43994140625;489;4830.72900390625;489;4761.28466796875;489;4789.0625;489;4798.12060546875;489;4772.43212890625;489;4801.6875;489;4785.1103515625;489;4757.97021484375;489;5152.73876953125;489;4751.1572265625;489;5004.34033203125;489;4751.1572265625
490;199.652770996094;490;193.576385498047;490;186.631942749023;490;200.886276245117;490;200.075164794922;490;201.999053955078;490;200.890670776367;490;200.651672363281;490;202.400924682617;490;193.865753173828;490;206.886566162109;490;193.865753173828;490;758.680541992188;490;756.076354980469;490;774.305541992188;490;763.225463867188;490;771.930480957031;490;797.128356933594;490;761.956420898438;490;777.557861328125;490;797.817443847656;490;753.761596679688;490;784.143493652344;490;753.761596679688;490;2016.4931640625;490;1985.24304199219;490;1962.67358398438;490;2005.69396972656;490;1994.56811523438;490;1979.88610839844;490;2001.14636230469;490;1996.20703125;490;1978.95227050781;490;1986.40051269531;490;2010.99523925781;490;1986.40051269531;490;3191.84008789063;490;3180.5556640625;490;3179.6875;490;3172.24731445313;490;3188.09521484375;490;3193.1083984375;490;3164.69482421875;490;3189.521484375;490;3190.42602539063;490;3140.91455078125;490;3213.25244140625;490;3140.91455078125;490;3625.0;490;3565.97216796875;490;3596.35424804688;490;3598.55786132813;490;3574.53662109375;490;3609.00903320313;490;3590.9150390625;490;3577.91088867188;490;3605.9443359375;490;3564.81494140625;490;3602.43041992188;490;3564.81494140625;490;4021.70141601563;490;3979.16650390625;490;3997.39575195313;490;3995.38427734375;490;3987.12622070313;490;4010.9013671875;490;3987.17260742188;490;3988.07055664063;490;4377.599609375;490;3955.43994140625;490;4192.70849609375;490;3955.43994140625;490;4830.72900390625;490;4762.15283203125;490;4788.1943359375;490;4799.439453125;490;4770.7041015625;490;4801.0341796875;490;4786.51806640625;490;4757.87939453125;490;5152.6806640625;490;4751.1572265625;490;5004.34033203125;490;4751.1572265625
